0,1,2,3,4,5,6,7,8,9,10,11
,Dhubri,"Bilasipara - Nayeralga pt-III | Recently erosion has taken place by the river Gaurang at village: 
Nayeralga pt-III Land eroded:- Land measuring around 05 Bigha 03 Katha 15 Lessa. (DATED 21-
06-2023 TO 22-06-2023) | 0 | (Long - 90.202887, Lat - 26.154419),  
Chapar - Jamduar Pt I | Erosion took place at Jamduar Pt I village on dated 21-06-23 to 22-06-23 
by rhe river Gaurang where 0B-2K-10L of agricultural land has been eroded so far. | 0 | (Long - 
90.245080, Lat - 26.232550)",,,,,,,,,
,Lakhimpur,"Bihpuria - Dikrong Ghat area at 80 No. Solmari Grant | Continuous erosion occurring at Dikrong 
Ghat at 80 No. Solmari village since yesterday (21/06/2023) and a depth of 10 meters (approx) has 
been eroded as reported by WRD, Bihpuria Sub-Division on 22/06/2023. Another family has been 
shifted to safe location and 02 nos. Of tarpaulins has been provided. | 7 | (Long - 93.878200, Lat - 
27.081900),  
Kadam - No2 Gereki village and No2 Bhangabil village | Around 20 mtrs. eroded by the River 
Subansiri at No2 Gereki village, and Around 10 mtrs. eroded by the River Boginadi at No2 
Bhangabil village, reported by the concerned Gaon Pradhan, Dated 22/06/2023 | 0 | (Long - 
0.000000, Lat - 0.000000)",,,,,,,,,
,Morigaon,"Bhuragaon - Balidunga Pam, Kupatimari | As per Water Resource department, Morigaon, 
Bhrahmaputra river erosion eroded 0.5 meter at a length of 700 meter at Kupatimari and Balidunga 
Pam revenue village under Bhuragaon Rev. Circle from 21-06-2023 to 22-06-2023."" | 0 | (Long - 
26.411003, Lat - 92.251558)",,,,,,,,,
,Nalbari,"Barkhetri - Larkuchi, Peradhara, Madhya Kazia | B/dyke on R/B of river Brahmaputra from 
Adabari to Kukarjan at D/S of Larkuchi, length 250m B/dyke on R/B of river Brahmaputra from 
Adabari to Kukarjan at channel mouth of Peradhara, length 300m B/dyke on R/B of river 
Brahmaputra from Adabari to Kukarjan at channel mouth at Madhaya kazia, length 1200m as 
reported by AEE, WRD, Mukalmua on 22/06/2023 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,Sonitpur,"Dhekiajuli - Praja Basti Pathar | As per information received from Executive Engineer, Tezpur 
Water Resource Division on 22/06/2023 that Bank erosion observed at L/Bank River Panchnoi near 
Kanaka Village Resort. | 0 | (Long - 92.337660, Lat - 26.788245),",,,,,,,,,
,,"Thelamara - Village- Baligaon Bongaligaon, Garuduba and Kalakuchi | Date-22/06/2023, As 
reported by Tezpur Water Resource Tezpur Division on 22/06/2023- 1) Active bank erosion is 
observed at Baligaon Bongaligaon area on the left bank area of river Belsiri,Length = 200.00m, 
Latitude : 26.736022, Longitude: 92.558699 2) Bank erosion is observed at Garuduba area of river 
Belsiri Length = 150.00m, Latitude :26.642391, Longitude: 92.530572 3)Bank erosion is observed 
at Kalakuchi(Ch 200m to 350m) on the R/Bank of river Gabharu. Latitude-26.746466 and 
Longitude-92.616082 | 0 | (Long - 92.616082, Lat - 26.746466),  
Chariduar - 1) Berajan(Lat-26.740972,Long-92.850307), 2)Bhobolagaon Bangali,Lat-
26.860853,Long-92.748987 | 1)Bank erosion is observed (250m) on the R/bank of river Jiabharali at 
Berajan since 21.06.2023 reported on DTD 22.06.2023, 2)Bank erosion is observed at Bhobolagaon 
Bangali (300m) on the L/bank of river Jorasar since 14.06.2023 reported on DTD 22.06.2023. | 0 | 
(Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,"South 
Salmara","Mankachar - Nepurer Alga and Bhutiadanga | As per report received from I/C Control Room 
Hatsingimari W.R Sub-Division, Hatsingimari and concerned Gaon Pradhan, erosion is going on in 
revenue village Nepurer Alga and Bhutiadanga.Causing damage of Agriculture land measuring 500 
M length, 5 M Breadth in revenue village Nepurer Alga and land measuring 100M in length , 1.5 M 
breadth in revenue village Bhutiadanga. 18 Nos. temporary house hold from Nepurealga are shifted 
to other safe place for this purpose, 2 Nos. of engine Boat deployed on 22/06/2023. | 255 | (Long - 
25.747484, Lat - 89.843544),  
South Salmara - Borobalu, khopati Pat-I | As per report received from WR, Hatsingimari erosion 
occurred at village Borobalu by the river Brahmaputra area approx. length 1 km breadth 3m on 22-
06-2023. As per information received from Gaonpradhan erosion occurred at village Khopati PT- I. 
2 nos families has been eroded due to erosion by the river Jinziram. area approx. length 300 m 
breadth 20 m 21-06-2023. | 12 | (Long - 89.949400, Lat - 25.802200)",,,,,,,,,
,Tamulpur,"Tamulpur - vill- Kaliakur | Severe bank erosion and gully erosion occured at Kaliakur dong and its 
adjecent paddy area odd Kaliakur village. Flood water of Kaliakur dong breached the guide bund on 
east and west bank of RCC check dam project at Kaliakur village on 21 June 2023 | 0 | (Long - 
91.558741, Lat - 26.665193)",,,,,,,,,
,Udalguri,"Harisinga - 1. Khairabari village 2. Kalikhola village 3.kalikhola village | 1. Due to heavy rainfall 
on 21st June 2023 erosion occurred by river Lakhi near Santipur Chowk. Approximate damage 60 
meters. LAT 26.8437 LON 91.9550 2. Erosion occurred by River Kalanadi at Kalikhola village near 
Masjid on 21st June 2023. Approximate damage 100 meters. LAT 26.8102 LON 91.8440. 3. 
Erosion occurred at another point of Kalikhola village on 21st June 2023 by River Kalanadi. 
Approximate damage 300 meters. Lat26.8056 lon 91.8449 | 0 | (Long - 0.000000, Lat - 0.000000),  
Mazbat - 1. Doloni Basti 2. Kukurbhuka 3. Nij Rangapani | 1. Severe erosion occurred on R/B of 
Lalpani river at Doloni Basti for a length of 300m on 21/6/2023 due to incessant rain. (Lat: 
26.82434, 92.22343) 2. Severe erosion occurred on R/B of Rowta river at Kukurbhuka for a length 
of 400m on 21/6/2023 due to incessant rain. (Lat: 26.831182, Long: 92.230400) 3. Severe erosion 
occurred on R/B of Rowta river at Nij Rangapani for a length of 400m on 21/6/2023 due to 
incessant rain. (Lat: 26.817356, long: 92.232018) | 0 | (Long - 0.000000, Lat - 0.000000),  
Khairabari - 1. CHABUKDHARA 2. JHARGAON | 1. Severe erosion is continuing at village 
Chabukdhara by river Kalpani on its R/B, measuring length 150 M approx. resulting loss of 
land/property/assets. Date of Occurrence: 21.06.2023. GPS Coordinates Lat: 26.36300 Long: 
91.51700. Population Affected: 100 2. Severe erosion is continuing at Jhargaon village by river 
Kalpani on its L/B, measuring length 100 M approx. resulting loss of land/property/assets Date of 
Occurrence: 21.06.2023, GPS Coordinates Lat: 26.570379 Long: 91.854048. Population Affected: 
15 | 0 | (Long - 0.000000, Lat - 0.000000),  
Kalaigaon - No 1 Amguri | Erosion continues in the L/B of river Kulshi at village No 1 Amguri on 
22/06/2023 covering a length of around 100 meters and depth of 5 meters | 48 | (Long - 91.995642, 
Lat - 26.567881)",,,,,,,,,
Landslide,"District/Su
b-division*",Details,,,,,,,,,
,"Bongaigao
n","Boitamari - Vill- Kherpuji | Landslide has been observed in some portion of Bhairab Pahar near 
Kherpuji LPS and Oudubi to Bowalimari road on 22/06/2023. | 0 | (Long - 90.487290, Lat - 
26.296586)",,,,,,,,,
,"Dima-
Hasao","Haflong - Hajadisa | Landslide- Road blocked between Hazadisa-Digerkhro Road on 22-06-2023 
Starting Point Lat:- 25.332396, Long:-93.334691 and Ending Point Lat:-25.330205, Long:-
93.335114 | 0 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
"Urban 
Flood","District/Su
b-division*",Details,,,,,,,,,
,Bajali,"Bajali - Pathsala and Patacharkuchi Town | ward no. 10 of Pathsala MB and ward No. 3,4,5,6 of 
Patacharkuchi MB.This report is received from Chairman of Pathsala and Patacharkuchi. dated 22-",,,,,,,,,
,,"06-2023. | 1132 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,Darrang,"Dalgaon - Kharupetia Town(ward no.1 & 8) | waterlogging at kharupetia town (ward no.1 &8) 
Dated 22/06/2023. | 100 | (Long - 92.149805, Lat - 26.519547)",,,,,,,,,
,Jorhat,"Jorhat East - Parijat Nagar (13 No. Block) | Artificial water logging at PWD road (Approx. 150 
Meter) at 13 no block( Parijat Nagar) due to continuous rainfall on 21/06/2023 and 22/06/2023 and 
insufficient drainage system. | 0 | (Long - 94.222092, Lat - 26.745267)",,,,,,,,,
,"Kamrup 
(M)","Dispur - Rukminigaon, Hatigaon, Wireless and Baghorbori. | 22/6/2023 Waterlogging at 
Rukminigaon, Hatigaon, Wireless and Baghorbori. Roads are inundated no houses affected | 0 | 
(Long - 0.000000, Lat - 0.000000)",,,,,,,,,
,Kokrajhar,"Kokrajhar - Ward No. 1 to 6 | DUE TO INCESSANT RAINFALL FROM 12.06.2023, WATER 
LOGGED AT KOKRAJHAR URBAN AREA VIDE WARD NO. 1 TO 6 , dated-22/06/2023 | 
12769 | (Long - 0.000000, Lat - 0.000000),  
Dotma - Fakiragram MB | Dated: 22/06/2023 Due to inccesant rainfall waterlogging has taken place 
in Ward No.1 and Ward no.3 | 520 | (Long - 0.000000, Lat - 0.000000)",,,,,,,,,
"*Bajali, Biswanath, Hojai and Tamulpur are sub-divisions (Independent)",,,,,,,,,,,
