District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Darrang,194038,159344,62594,415976,"( Dalgaon | 77400 ), ( Patharighat | 75359 ), ( Sipajhar | 138210 ), ( Mangaldoi | 125007 )",9687.5,"( Dalgaon | 3795.50 ), ( Patharighat | 1400.00 ), ( Sipajhar | 1654.00 ), ( Mangaldoi | 2838.00 )",22-06-2022
Karbi Anglong West,90,93,100,283,( Donkamokam | 283 ),0,( Donkamokam | 0.00 ),23-06-2022
Karimganj,131896,103396,45381,280673,"( Nilambazar | 62318 ), ( RK Nagar | 51140 ), ( Badarpur | 43433 ), ( Patherkandi | 3411 ), ( Karimganj | 120371 )",3148,"( Nilambazar | 0.00 ), ( RK Nagar | 3148.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",23-06-2022
Lakhimpur,11120,7701,8093,26914,"( North Lakhimpur | 3698 ), ( Nowboicha | 23216 ), ( Bihpuria | 0 ), ( Kadam | 0 )",0,"( North Lakhimpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 ), ( Kadam | 0.00 )",23-06-2022
Majuli,995,671,943,2609,"( Majuli | 2609 ), ( Ujani Majuli | 0 )",140.77,"( Majuli | 126.38 ), ( Ujani Majuli | 14.39 )",23-06-2022
Morigaon,41980,39463,25040,106483,"( Bhuragaon | 26751 ), ( Morigaon | 70023 ), ( Mayong | 5941 ), ( Mikirbheta | 3768 )",,"( Bhuragaon | 721.00 ), ( Morigaon | 1100.00 ), ( Mayong | 13090.00 ), ( Mikirbheta | 109.00 )",23-06-2022
South Salmara,60750,55459,60743,176952,"( Mankachar | 37769 ), ( South Salmara | 139183 )",,"( Mankachar | 199.00 ), ( South Salmara | 692.00 )",23-06-2022
Sonitpur,6968,11424,7422,25814,"( Thelamara | 0 ), ( Dhekiajuli | 25814 ), ( Tezpur | 0 )",,"( Thelamara | 13.00 ), ( Dhekiajuli | 1205.00 ), ( Tezpur | 14.00 )",23-06-2022
Tamulpur,4551,2764,1532,8847,"( Goreswar | 8722 ), ( Tamulpur | 125 )",,"( Goreswar | 0.00 ), ( Tamulpur | 125.00 )",23-06-2022
Tinsukia,573,436,381,1390,"( Tinsukia | 376 ), ( Doomdooma | 1014 )",,"( Tinsukia | 29.23 ), ( Doomdooma | 20.20 )",23-06-2022
Udalguri,2280,1530,940,4750,"( Udalguri | 0 ), ( Harisinga | 0 ), ( Khairabari | 0 ), ( Kalaigaon | 0 ), ( Mazbat | 4750 )",,"( Udalguri | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",23-06-2022
Kamrup (M),2656,2055,20,4731,"( Sonapur | 4731 ), ( Chandrapur | 0 )",899.5,"( Sonapur | 726.50 ), ( Chandrapur | 173.00 )",23-06-2022
Nalbari,127989,117864,106208,352061,"( Ghograpar | 4180 ), ( Paschim Nalbari | 46329 ), ( Barbhag | 20300 ), ( Tihu | 1622 ), ( Barkhetri | 269330 ), ( Nalbari | 10300 )",,"( Ghograpar | 718.00 ), ( Paschim Nalbari | 554.00 ), ( Barbhag | 140.00 ), ( Tihu | 50.00 ), ( Barkhetri | 5019.50 ), ( Nalbari | 381.50 )",23-06-2022
Kamrup,209655,134633,84878,429166,"( Rangia | 25850 ), ( Hajo | 164733 ), ( Chaygaon | 0 ), ( Nagarbera | 0 ), ( Kayan | 25857 ), ( Chamaria | 0 ), ( Goroimari | 0 ), ( Kamalpur | 188602 ), ( Palashbari | 2499 ), ( North Ghy | 21625 )",4361.25,"( Rangia | 698.50 ), ( Hajo | 750.00 ), ( Chaygaon | 84.00 ), ( Nagarbera | 220.00 ), ( Kayan | 344.50 ), ( Chamaria | 88.25 ), ( Goroimari | 700.00 ), ( Kamalpur | 1045.00 ), ( Palashbari | 256.00 ), ( North Ghy | 175.00 )",23-06-2022
Nagaon,178859,167482,156967,503308,"( Nagaon | 99155 ), ( Kampur | 259500 ), ( Raha | 142645 ), ( Samaguri | 2008 ), ( Dhing | 0 ), ( Rupahi | 0 )",,"( Nagaon | 728.00 ), ( Kampur | 8320.00 ), ( Raha | 8012.45 ), ( Samaguri | 182.00 ), ( Dhing | 44.00 ), ( Rupahi | 21.00 )",23-06-2022
Hailakandi,25525,19831,12576,57932,"( Algapur | 41255 ), ( Hailakandi | 7177 ), ( Katlicherra | 0 ), ( Lala | 9500 )",101,"( Algapur | 47.00 ), ( Hailakandi | 21.00 ), ( Katlicherra | 0.00 ), ( Lala | 33.00 )",23-06-2022
Hojai,15363,11153,4191,30707,"( Hojai | 7436 ), ( Doboka | 18154 ), ( Lanka | 5117 )",1439,"( Hojai | 178.00 ), ( Doboka | 446.00 ), ( Lanka | 815.00 )",23-06-2022
Bajali,107420,100630,22530,230580,"( Sarupeta | 69580 ), ( Bajali | 161000 )",1177,"( Sarupeta | 365.00 ), ( Bajali | 812.00 )",23-06-2022
Baksa,8624,6308,5547,20479,"( Baska | 0 ), ( Barama | 0 ), ( Barnagar RC part | 20479 )",410,"( Baska | 0.00 ), ( Barama | 0.00 ), ( Barnagar RC part | 410.00 )",23-06-2022
Barpeta,426119,379857,226585,1032561,"( Barpeta | 145377 ), ( Baghbar | 299349 ), ( Chenga | 150025 ), ( Barnagar | 13792 ), ( Sarthebari | 250640 ), ( Kalgachia | 173378 )",27240,"( Barpeta | 880.00 ), ( Baghbar | 18983.00 ), ( Chenga | 2693.00 ), ( Barnagar | 780.50 ), ( Sarthebari | 2080.00 ), ( Kalgachia | 1823.50 )",23-06-2022
Bongaigaon,8990,7554,9759,26303,"( Boitamari | 22385 ), ( Manikpur | 0 ), ( Srijangram | 3918 )",0,"( Boitamari | 0.00 ), ( Manikpur | 0.00 ), ( Srijangram | 0.00 )",23-06-2022
Cachar,105752,95992,70769,272513,"( Katigorah | 89156 ), ( Silchar | 89156 ), ( Sonai | 68100 ), ( Lakhipur | 20361 ), ( Udharbond | 5740 )",0,"( Katigorah | 0.00 ), ( Silchar | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 0.00 ), ( Udharbond | 0.00 )",23-06-2022
Chirang,293,351,174,818,"( Bijni | 561 ), ( Bengtal | 257 )",0,"( Bijni | 0.00 ), ( Bengtal | 0.00 )",23-06-2022
Biswanath,0,0,0,0,"( Halem | 0 ), ( Gohpur | 0 )",93,"( Halem | 93.00 ), ( Gohpur | 0.00 )",23-06-2022
Dhemaji,9621,7758,6681,24060,"( Jonai | 15459 ), ( Sissiborgaon | 6339 ), ( Dhemaji | 2262 )",4828.06,"( Jonai | 4021.50 ), ( Sissiborgaon | 787.56 ), ( Dhemaji | 19.00 )",23-06-2022
Dhubri,151989,134764,113192,399945,"( Bilasipara | 77203 ), ( Dhubri | 40824 ), ( South Salmara Part | 265395 ), ( Athani | 15333 ), ( Golakganj | 0 ), ( Gauripur | 0 ), ( Agamoni | 1190 ), ( Chapar | 0 )",5281.1,"( Bilasipara | 0.00 ), ( Dhubri | 711.00 ), ( South Salmara Part | 3769.00 ), ( Athani | 0.00 ), ( Golakganj | 106.00 ), ( Gauripur | 695.10 ), ( Agamoni | 0.00 ), ( Chapar | 0.00 )",23-06-2022
Dibrugarh,1567,1240,1050,3857,"( Chabua | 3857 ), ( Dibrugarh West | 0 )",2.5,"( Chabua | 2.50 ), ( Dibrugarh West | 0.00 )",23-06-2022
Goalpara,77178,67592,35240,180010,"( Matia | 9211 ), ( Lakhipur | 98230 ), ( Balijana | 72569 ), ( Rongjuli | 0 )",906.2,"( Matia | 308.00 ), ( Lakhipur | 0.00 ), ( Balijana | 598.20 ), ( Rongjuli | 0.00 )",23-06-2022
Golaghat,7866,6755,2177,16798,"( Bokakhat | 16798 ), ( Khumtai | 0 )",106,"( Bokakhat | 90.00 ), ( Khumtai | 16.00 )",23-06-2022
Darrang,146677,121658,45169,313504,"( Mangaldoi | 112301 ), ( Sipajhar | 138210 ), ( Dalgaon | 2725 ), ( Patharighat | 60268 )",9248.5,"( Mangaldoi | 2838.00 ), ( Sipajhar | 1615.00 ), ( Dalgaon | 3795.50 ), ( Patharighat | 1000.00 )",23-06-2022
Darrang,65488,63634,41629,170751,"( Sipajhar | 59152 ), ( Patharighat | 29572 ), ( Mangaldoi | 80600 ), ( Dalgaon | 1427 )",7472.21,"( Sipajhar | 1615.00 ), ( Patharighat | 703.50 ), ( Mangaldoi | 3418.00 ), ( Dalgaon | 1735.71 )",24-06-2022
Kamrup (M),1166,780,5,1951,"( Sonapur | 1951 ), ( Chandrapur | 0 )",899.5,"( Sonapur | 726.50 ), ( Chandrapur | 173.00 )",24-06-2022
Dhemaji,15644,14623,10101,40368,"( Jonai | 15459 ), ( Sissiborgaon | 13488 ), ( Gogamukh | 6453 ), ( Dhemaji | 4968 )",6351.06,"( Jonai | 4581.50 ), ( Sissiborgaon | 1717.56 ), ( Gogamukh | 0.00 ), ( Dhemaji | 52.00 )",24-06-2022
Dhubri,68967,59225,56492,184684,"( Bilasipara | 42941 ), ( Dhubri | 12423 ), ( Gauripur | 0 ), ( Athani | 0 ), ( South Salmara Part | 129320 ), ( Agamoni | 0 )",4480,"( Bilasipara | 0.00 ), ( Dhubri | 711.00 ), ( Gauripur | 0.00 ), ( Athani | 0.00 ), ( South Salmara Part | 3769.00 ), ( Agamoni | 0.00 )",24-06-2022
Goalpara,65836,46103,20159,132098,"( Matia | 4849 ), ( Lakhipur | 78109 ), ( Balijana | 49140 ), ( Rongjuli | 0 )",882.2,"( Matia | 284.00 ), ( Lakhipur | 0.00 ), ( Balijana | 598.20 ), ( Rongjuli | 0.00 )",24-06-2022
Golaghat,3199,2988,1566,7753,"( Bokakhat | 7753 ), ( Khumtai | 0 )",81,"( Bokakhat | 65.00 ), ( Khumtai | 16.00 )",24-06-2022
Hojai,4860,3243,1658,9761,"( Hojai | 2841 ), ( Doboka | 4860 ), ( Lanka | 2060 )",1071,"( Hojai | 117.00 ), ( Doboka | 139.00 ), ( Lanka | 815.00 )",24-06-2022
Kamrup,196921,122523,82068,401512,"( Rangia | 12269 ), ( Hajo | 166700 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 188602 ), ( Nagarbera | 0 ), ( Goroimari | 0 ), ( Kayan | 10628 ), ( Palashbari | 0 ), ( North Ghy | 23313 )",3885.44,"( Rangia | 654.24 ), ( Hajo | 781.00 ), ( Chamaria | 79.20 ), ( Chaygaon | 33.00 ), ( Kamalpur | 1045.00 ), ( Nagarbera | 200.00 ), ( Goroimari | 500.00 ), ( Kayan | 344.50 ), ( Palashbari | 46.00 ), ( North Ghy | 202.50 )",24-06-2022
Karbi Anglong West,488,491,536,1515,( Donkamokam | 1515 ),0,( Donkamokam | 0.00 ),24-06-2022
Sonitpur,4514,7147,4407,16068,"( Thelamara | 0 ), ( Dhekiajuli | 16068 ), ( Tezpur | 0 )",,"( Thelamara | 11.00 ), ( Dhekiajuli | 989.00 ), ( Tezpur | 6.00 )",24-06-2022
Lakhimpur,8230,5808,4343,18381,"( North Lakhimpur | 3922 ), ( Nowboicha | 14125 ), ( Bihpuria | 0 ), ( Subansiri | 334 )",20,"( North Lakhimpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 ), ( Subansiri | 20.00 )",24-06-2022
Majuli,0,0,0,0,"( Ujani Majuli | 0 ), ( Majuli | 0 )",21.74,"( Ujani Majuli | 13.76 ), ( Majuli | 7.98 )",24-06-2022
Morigaon,38105,34936,21126,94167,"( Bhuragaon | 10700 ), ( Morigaon | 70742 ), ( Mikirbheta | 6784 ), ( Mayong | 5941 )",11457,"( Bhuragaon | 721.00 ), ( Morigaon | 1200.00 ), ( Mikirbheta | 436.00 ), ( Mayong | 9100.00 )",24-06-2022
Nagaon,180562,169138,158775,508475,"( Kampur | 259500 ), ( Nagaon | 101991 ), ( Raha | 146051 ), ( Samaguri | 933 ), ( Dhing | 0 ), ( Rupahi | 0 )",19067.14,"( Kampur | 8320.00 ), ( Nagaon | 728.00 ), ( Raha | 9834.14 ), ( Samaguri | 148.00 ), ( Dhing | 32.00 ), ( Rupahi | 5.00 )",24-06-2022
Nalbari,42062,38177,27178,107417,"( Paschim Nalbari | 39518 ), ( Barbhag | 13063 ), ( Tihu | 2202 ), ( Barkhetri | 50184 ), ( Nalbari | 2450 )",,"( Paschim Nalbari | 554.00 ), ( Barbhag | 140.00 ), ( Tihu | 50.00 ), ( Barkhetri | 5019.50 ), ( Nalbari | 110.00 )",24-06-2022
Chirang,182,234,127,543,( Bijni | 543 ),0,( Bijni | 0.00 ),24-06-2022
South Salmara,52267,49448,32790,134505,"( Mankachar | 30565 ), ( South Salmara | 103940 )",,"( Mankachar | 138.00 ), ( South Salmara | 692.00 )",24-06-2022
Tamulpur,11,10,4,25,( Tamulpur | 25 ),,( Tamulpur | 100.00 ),24-06-2022
Udalguri,560,333,198,1091,"( Khairabari | 0 ), ( Harisinga | 0 ), ( Udalguri | 1048 ), ( Kalaigaon | 0 ), ( Mazbat | 43 )",,"( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Udalguri | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",24-06-2022
Karimganj,105165,77523,33723,216411,"( RK Nagar | 51140 ), ( Badarpur | 44571 ), ( Nilambazar | 62318 ), ( Patherkandi | 1627 ), ( Karimganj | 56755 )",300,"( RK Nagar | 300.00 ), ( Badarpur | 0.00 ), ( Nilambazar | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",24-06-2022
Cachar,107175,96064,73106,276345,"( Katigorah | 96130 ), ( Lakhipur | 15455 ), ( Silchar | 91050 ), ( Sonai | 68270 ), ( Udharbond | 5440 )",77.7,"( Katigorah | 0.00 ), ( Lakhipur | 77.70 ), ( Silchar | 0.00 ), ( Sonai | 0.00 ), ( Udharbond | 0.00 )",24-06-2022
Hailakandi,10760,8443,7985,27188,"( Katlicherra | 0 ), ( Lala | 110 ), ( Algapur | 18518 ), ( Hailakandi | 8560 )",138,"( Katlicherra | 0.00 ), ( Lala | 42.00 ), ( Algapur | 59.00 ), ( Hailakandi | 37.00 )",24-06-2022
Biswanath,0,0,0,0,( Halem | 0 ),63,( Halem | 63.00 ),24-06-2022
Barpeta,353838,334675,188329,876842,"( Barpeta | 95034 ), ( Baghbar | 261212 ), ( Barnagar | 13792 ), ( Kalgachia | 111563 ), ( Chenga | 144601 ), ( Sarthebari | 250640 )",27017,"( Barpeta | 657.00 ), ( Baghbar | 18983.00 ), ( Barnagar | 780.50 ), ( Kalgachia | 1823.50 ), ( Chenga | 2693.00 ), ( Sarthebari | 2080.00 )",24-06-2022
Baksa,12030,8152,5734,25916,"( Baska | 0 ), ( Barnagar RC part | 16874 ), ( Baganpara | 9042 ), ( Jalah | 0 )",410,"( Baska | 0.00 ), ( Barnagar RC part | 410.00 ), ( Baganpara | 0.00 ), ( Jalah | 0.00 )",24-06-2022
Bajali,22389,21932,5081,49402,"( Sarupeta | 20040 ), ( Bajali | 29362 )",155,"( Sarupeta | 155.00 ), ( Bajali | 0.00 )",24-06-2022
Bongaigaon,60,71,16,147,"( Manikpur | 0 ), ( Srijangram | 147 )",0,"( Manikpur | 0.00 ), ( Srijangram | 0.00 )",24-06-2022
Biswanath,0,0,0,0,( Halem | 0 ),43,( Halem | 43.00 ),25-06-2022
Cachar,107751,97236,72908,277895,"( Lakhipur | 12455 ), ( Katigorah | 96131 ), ( Udharbond | 4350 ), ( Sonai | 68270 ), ( Silchar | 96689 )",0,"( Lakhipur | 0.00 ), ( Katigorah | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 )",25-06-2022
Chirang,182,234,127,543,( Bijni | 543 ),0,( Bijni | 0.00 ),25-06-2022
Darrang,57474,53501,45105,156080,"( Dalgaon | 0 ), ( Patharighat | 21698 ), ( Sipajhar | 61459 ), ( Mangaldoi | 72923 )",6204.35,"( Dalgaon | 467.85 ), ( Patharighat | 703.50 ), ( Sipajhar | 1615.00 ), ( Mangaldoi | 3418.00 )",25-06-2022
Dhemaji,8715,7943,4059,20717,"( Jonai | 3158 ), ( Sissiborgaon | 8593 ), ( Gogamukh | 6453 ), ( Dhemaji | 2513 )",4094,"( Jonai | 3205.00 ), ( Sissiborgaon | 789.00 ), ( Gogamukh | 65.00 ), ( Dhemaji | 35.00 )",25-06-2022
Dhubri,20342,18143,14057,52542,"( South Salmara Part | 52542 ), ( Bilasipara | 0 ), ( Dhubri | 0 ), ( Athani | 0 )",3769,"( South Salmara Part | 3769.00 ), ( Bilasipara | 0.00 ), ( Dhubri | 0.00 ), ( Athani | 0.00 )",25-06-2022
Goalpara,47433,37403,15335,100171,"( Lakhipur | 57898 ), ( Matia | 2820 ), ( Balijana | 39453 ), ( Rongjuli | 0 )",823.5,"( Lakhipur | 0.00 ), ( Matia | 255.00 ), ( Balijana | 568.50 ), ( Rongjuli | 0.00 )",25-06-2022
Golaghat,1988,1155,783,3926,"( Bokakhat | 3926 ), ( Khumtai | 0 )",78,"( Bokakhat | 65.00 ), ( Khumtai | 13.00 )",25-06-2022
Hailakandi,2755,2323,995,6073,"( Algapur | 0 ), ( Hailakandi | 4963 ), ( Lala | 1110 )",0,"( Algapur | 0.00 ), ( Hailakandi | 0.00 ), ( Lala | 0.00 )",25-06-2022
Hojai,2598,1702,732,5032,"( Doboka | 3042 ), ( Hojai | 1391 ), ( Lanka | 599 )",392,"( Doboka | 40.00 ), ( Hojai | 52.00 ), ( Lanka | 300.00 )",25-06-2022
Kamrup (M),537,405,2,944,"( Chandrapur | 0 ), ( Sonapur | 944 )",899,"( Chandrapur | 173.00 ), ( Sonapur | 726.00 )",25-06-2022
Karbi Anglong West,577,585,594,1756,( Donkamokam | 1756 ),0,( Donkamokam | 0.00 ),25-06-2022
Karimganj,96448,69626,29616,195690,"( RK Nagar | 51140 ), ( Nilambazar | 47324 ), ( Badarpur | 39977 ), ( Patherkandi | 494 ), ( Karimganj | 56755 )",300,"( RK Nagar | 300.00 ), ( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",25-06-2022
Lakhimpur,5014,3839,4096,12949,"( Nowboicha | 10430 ), ( Subansiri | 2519 ), ( Bihpuria | 0 )",261,"( Nowboicha | 0.00 ), ( Subansiri | 261.00 ), ( Bihpuria | 0.00 )",25-06-2022
Morigaon,37098,33748,20127,90973,"( Mikirbheta | 8940 ), ( Mayong | 5941 ), ( Bhuragaon | 5350 ), ( Morigaon | 70742 )",10936,"( Mikirbheta | 436.00 ), ( Mayong | 8620.00 ), ( Bhuragaon | 680.00 ), ( Morigaon | 1200.00 )",25-06-2022
Nagaon,181799,170812,159024,511635,"( Kampur | 258000 ), ( Nagaon | 102141 ), ( Raha | 151494 ), ( Dhing | 0 )",18832.33,"( Kampur | 8250.00 ), ( Nagaon | 610.00 ), ( Raha | 9940.33 ), ( Dhing | 32.00 )",25-06-2022
Nalbari,15743,14427,6527,36697,"( Paschim Nalbari | 22199 ), ( Tihu | 1245 ), ( Barbhag | 10453 ), ( Nalbari | 2800 )",923,"( Paschim Nalbari | 554.00 ), ( Tihu | 50.00 ), ( Barbhag | 139.00 ), ( Nalbari | 180.00 )",25-06-2022
Sonitpur,1315,1897,1154,4366,"( Thelamara | 0 ), ( Dhekiajuli | 4366 )",571.5,"( Thelamara | 11.00 ), ( Dhekiajuli | 560.50 )",25-06-2022
South Salmara,20777,5527,21787,48091,"( South Salmara | 31910 ), ( Mankachar | 16181 )",830,"( South Salmara | 692.00 ), ( Mankachar | 138.00 )",25-06-2022
Tamulpur,2125,2027,979,5131,"( Goreswar | 5106 ), ( Tamulpur | 25 )",126.3,"( Goreswar | 0.00 ), ( Tamulpur | 126.30 )",25-06-2022
Kamrup,105679,61514,29966,197159,"( Hajo | 168600 ), ( Rangia | 6531 ), ( Nagarbera | 0 ), ( Chamaria | 0 ), ( Chaygaon | 0 ), ( Kamalpur | 867 ), ( Palashbari | 0 ), ( North Ghy | 20211 ), ( Kayan | 950 )",3058.8,"( Hajo | 790.00 ), ( Rangia | 350.00 ), ( Nagarbera | 190.00 ), ( Chamaria | 85.80 ), ( Chaygaon | 33.00 ), ( Kamalpur | 1045.00 ), ( Palashbari | 46.00 ), ( North Ghy | 174.50 ), ( Kayan | 344.50 )",25-06-2022
Barpeta,299505,282672,167782,749959,"( Barpeta | 83772 ), ( Barnagar | 9375 ), ( Baghbar | 226212 ), ( Kalgachia | 49402 ), ( Chenga | 130558 ), ( Sarthebari | 250640 )",26558.5,"( Barpeta | 670.00 ), ( Barnagar | 456.00 ), ( Baghbar | 18983.00 ), ( Kalgachia | 1676.50 ), ( Chenga | 2693.00 ), ( Sarthebari | 2080.00 )",25-06-2022
Bajali,6107,5968,2149,14224,"( Sarupeta | 167 ), ( Bajali | 14057 )",1236,"( Sarupeta | 20.00 ), ( Bajali | 1216.00 )",25-06-2022
Udalguri,400,300,234,934,"( Kalaigaon | 0 ), ( Harisinga | 0 ), ( Khairabari | 0 ), ( Mazbat | 934 )",0,"( Kalaigaon | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 ), ( Mazbat | 0.00 )",25-06-2022
Baksa,7504,5547,4451,17502,"( Baska | 0 ), ( Barnagar RC part | 15442 ), ( Barama | 0 ), ( Baganpara | 2060 )",410,"( Baska | 0.00 ), ( Barnagar RC part | 410.00 ), ( Barama | 0.00 ), ( Baganpara | 0.00 )",25-06-2022
Baksa,5425,3941,3154,12520,"( Baska | 0 ), ( Barnagar RC part | 12520 )",410,"( Baska | 0.00 ), ( Barnagar RC part | 410.00 )",26-06-2022
Chirang,182,234,127,543,( Bijni | 543 ),0,( Bijni | 0.00 ),26-06-2022
Darrang,39364,36749,17315,93428,"( Dalgaon | 0 ), ( Mangaldoi | 24739 ), ( Patharighat | 10344 ), ( Sipajhar | 58345 )",5499.85,"( Dalgaon | 467.85 ), ( Mangaldoi | 3418.00 ), ( Patharighat | -1.00 ), ( Sipajhar | 1615.00 )",26-06-2022
Dhemaji,7411,5247,2821,15479,"( Jonai | 0 ), ( Sissiborgaon | 8737 ), ( Gogamukh | 6453 ), ( Dhemaji | 289 )",2655.4,"( Jonai | 1836.40 ), ( Sissiborgaon | 750.00 ), ( Gogamukh | 60.00 ), ( Dhemaji | 9.00 )",26-06-2022
Dhubri,5421,4534,4023,13978,"( Gauripur | 0 ), ( Dhubri | 0 ), ( South Salmara Part | 13978 ), ( Bilasipara | 0 ), ( Athani | 0 )",0,"( Gauripur | 0.00 ), ( Dhubri | 0.00 ), ( South Salmara Part | 0.00 ), ( Bilasipara | 0.00 ), ( Athani | 0.00 )",26-06-2022
Dibrugarh,173,107,100,380,( Dibrugarh East | 380 ),0,( Dibrugarh East | 0.00 ),26-06-2022
Nalbari,13693,12292,5588,31573,"( Paschim Nalbari | 22199 ), ( Barbhag | 8956 ), ( Tihu | 418 )",743,"( Paschim Nalbari | 554.00 ), ( Barbhag | 139.00 ), ( Tihu | 50.00 )",26-06-2022
Nagaon,182143,171142,159493,512778,"( Raha | 151988 ), ( Nagaon | 102790 ), ( Kampur | 258000 )",18857.82,"( Raha | 9997.82 ), ( Nagaon | 610.00 ), ( Kampur | 8250.00 )",26-06-2022
Morigaon,36737,33255,19585,89577,"( Mikirbheta | 10448 ), ( Mayong | 5941 ), ( Morigaon | 70742 ), ( Bhuragaon | 2446 )",11351,"( Mikirbheta | 436.00 ), ( Mayong | 8620.00 ), ( Morigaon | 1715.00 ), ( Bhuragaon | 580.00 )",26-06-2022
Lakhimpur,5210,3860,3630,12700,"( North Lakhimpur | 385 ), ( Nowboicha | 10430 ), ( Bihpuria | 0 ), ( Subansiri | 1885 )",513,"( North Lakhimpur | 0.00 ), ( Nowboicha | 0.00 ), ( Bihpuria | 0.00 ), ( Subansiri | 513.00 )",26-06-2022
Karimganj,73609,52786,28956,155351,"( Badarpur | 35711 ), ( Nilambazar | 40651 ), ( Patherkandi | 305 ), ( RK Nagar | 39140 ), ( Karimganj | 39544 )",3500,"( Badarpur | 0.00 ), ( Nilambazar | 0.00 ), ( Patherkandi | 0.00 ), ( RK Nagar | 3500.00 ), ( Karimganj | 0.00 )",26-06-2022
Kamrup,105811,61901,31794,199506,"( Chamaria | 0 ), ( Hajo | 179600 ), ( Kamalpur | 253 ), ( Chaygaon | 0 ), ( Rangia | 6531 ), ( Kayan | 50 ), ( Palashbari | 0 ), ( North Ghy | 13072 )",2782.7,"( Chamaria | 75.20 ), ( Hajo | 790.00 ), ( Kamalpur | 1045.00 ), ( Chaygaon | 33.00 ), ( Rangia | 350.00 ), ( Kayan | 344.50 ), ( Palashbari | 46.00 ), ( North Ghy | 99.00 )",26-06-2022
Kamrup (M),745,575,0,1320,"( Chandrapur | 0 ), ( Sonapur | 1320 )",899.5,"( Chandrapur | 173.00 ), ( Sonapur | 726.50 )",26-06-2022
Golaghat,1288,798,232,2318,"( Bokakhat | 2318 ), ( Khumtai | 0 )",63,"( Bokakhat | 50.00 ), ( Khumtai | 13.00 )",26-06-2022
Goalpara,15661,12601,3802,32064,"( Matia | 0 ), ( Rongjuli | 0 ), ( Lakhipur | 20723 ), ( Balijana | 11341 )",348,"( Matia | 195.00 ), ( Rongjuli | 0.00 ), ( Lakhipur | 0.00 ), ( Balijana | 153.00 )",26-06-2022
Hailakandi,18067,15135,9771,42973,"( Hailakandi | 1324 ), ( Lala | 0 ), ( Algapur | 41649 )",0,"( Hailakandi | 0.00 ), ( Lala | 0.00 ), ( Algapur | 0.00 )",26-06-2022
Cachar,107534,97036,72588,277158,"( Silchar | 96972 ), ( Sonai | 68500 ), ( Katigorah | 96131 ), ( Udharbond | 3500 ), ( Lakhipur | 12055 )",0,"( Silchar | 0.00 ), ( Sonai | 0.00 ), ( Katigorah | 0.00 ), ( Udharbond | 0.00 ), ( Lakhipur | 0.00 )",26-06-2022
Biswanath,0,0,0,0,( Halem | 0 ),39,( Halem | 39.00 ),26-06-2022
Barpeta,273717,267601,154299,695617,"( Barpeta | 83722 ), ( Barnagar | 8011 ), ( Kalgachia | 23102 ), ( Baghbar | 205912 ), ( Sarthebari | 250640 ), ( Chenga | 124230 )",26451.5,"( Barpeta | 670.00 ), ( Barnagar | 349.00 ), ( Kalgachia | 1676.50 ), ( Baghbar | 18983.00 ), ( Sarthebari | 2080.00 ), ( Chenga | 2693.00 )",26-06-2022
Hojai,325,163,67,555,"( Lanka | 0 ), ( Hojai | 555 ), ( Doboka | 0 )",27,"( Lanka | 0.00 ), ( Hojai | 27.00 ), ( Doboka | 0.00 )",26-06-2022
Karbi Anglong West,533,533,511,1577,( Donkamokam | 1577 ),0,( Donkamokam | 0.00 ),26-06-2022
Bajali,1328,1168,319,2815,"( Sarupeta | 53 ), ( Bajali | 2762 )",9,"( Sarupeta | 9.00 ), ( Bajali | 0.00 )",26-06-2022
Udalguri,553,391,299,1243,"( Kalaigaon | 0 ), ( Harisinga | 0 ), ( Udalguri | 309 ), ( Khairabari | 0 ), ( Mazbat | 934 )",0,"( Kalaigaon | 0.00 ), ( Harisinga | 0.00 ), ( Udalguri | 0.00 ), ( Khairabari | 0.00 ), ( Mazbat | 0.00 )",26-06-2022
Tamulpur,1010,989,845,2844,( Goreswar | 2844 ),0,( Goreswar | 0.00 ),26-06-2022
South Salmara,7258,5792,7255,20305,"( South Salmara | 4861 ), ( Mankachar | 15444 )",138,"( South Salmara | 0.00 ), ( Mankachar | 138.00 )",26-06-2022
Sonitpur,865,1388,722,2975,( Dhekiajuli | 2975 ),419,( Dhekiajuli | 419.00 ),26-06-2022
